item_order,order_area,order_num
order212,24813769.0,101
order64,21130352.75,76
order146,16661735.5,57
order45,48606178.0,126
order315,8521366.0,34
order204,9546119.0,33
order66,27913686.5,88
order1,37904917.0,83
order327,24360691.0,59
order43,15208375.25,57
order328,17164661.0,55
order473,1532138.0,9
order476,16736355.0,63
order40,2367810.5,8
order208,12036321.5,26
order324,6372131.0,26
order330,15162807.0,47
order282,21770035.0,44
order325,3508204.5,13
order349,6718052.0,27
order334,8836474.0,16
order265,20999383.0,51
order397,14160547.0,41
order407,25331132.0,45
order253,15879522.5,40
order247,37268644.0,75
order162,33321827.299999997,77
order18,27142911.0,105
order341,31463881.5,123
order160,12537758.0,60
order249,22236792.5,59
order454,8264035.0,23
order123,14394765.5,41
order112,13424102.0,60
order114,46340029.95,124
order402,12863098.0,49
order508,19579008.0,58
order27,22567599.8,50
order164,56246545.0,201
order342,26013452.0,78
order398,21220350.5,78
order337,16104002.5,50
order29,34187668.5,107
order420,22166615.25,72
order217,14347684.0,19
order159,16647717.0,60
order288,13377334.5,65
order268,23231123.5,68
order250,27893673.5,77
order254,25674164.5,63
order218,7386166.0,39
order414,11944811.0,29
order116,27209536.0,69
order287,36582580.0,66
order245,22518734.0,78
order285,17771906.0,80
order165,30614611.9,96
order125,31330251.5,92
order148,24295588.5,103
order453,22530840.0,65
order20,11365074.0,42
order286,19205656.75,46
order408,6656868.0,16
order396,24785740.0,69
order50,14137336.0,41
order338,3587479.5,28
order509,18267921.849999998,61
order214,21358321.0,73
order163,45049461.0,119
order269,9361856.3,33
order177,19176919.0,32
order179,4684103.0,21
order270,19620140.25,59
order340,15847475.5,63
order406,22312894.5,45
order117,39254347.5,101
order176,5613043.0,32
order7,16143083.0,55
order246,18149675.2,32
order248,25500524.5,71
order19,12459595.0,45
order180,19596093.0,34
order309,19431281.0,41
order124,7713865.5,42
order25,16638921.5,56
order14,8805873.0,25
order182,10429450.5,40
order115,19146351.0,38
order111,10172147.65,68
order175,20816929.0,32
order181,1565492.0,10
order416,4476230.0,25
order289,22384566.0,41
order216,3383415.0,18
order372,26528035.0,78
order336,6549577.6,16
order409,15712511.0,28
order510,4168032.5,18
order267,10172596.8,41
order507,12469276.95,27
order215,13777730.2,27
order149,3830250.5,21
order26,3425686.5,11
order415,4089184.3,22
order147,14234135.5,43
order403,11025097.0,25
order417,1211583.0,8
order506,19905225.85,53
order399,16987326.0,31
order161,17361173.0,43
order183,10987533.0,32
order266,9345088.0,21
order24,5811907.5,28
order28,3022138.5,25
order178,12131497.0,25
order321,754342.0,3
order511,1907838.0,6
order251,371304.0,1
order187,23143519.25,65
order367,22943595.5,85
order186,19680336.0,41
order355,20462687.5,52
order240,45571280.0,94
order535,6022272.0,52
order431,21150649.5,65
order440,39292102.0,102
order90,8634662.0,21
order144,46739572.6,119
order219,35806149.0,130
order488,45580141.1,160
order100,3023574.0,34
order437,15407725.0,17
order16,8831246.5,36
order418,42718278.75,146
order241,21274368.0,79
order449,26586144.5,87
order364,11842683.5,61
order109,15840231.5,49
order167,12538744.0,45
order263,18823319.2,42
order94,18383123.0,54
order93,26409319.0,70
order258,29159807.0,56
order257,26960188.700000003,88
order353,3856475.0,23
order532,15488794.0,70
order184,8672863.0,25
order238,19487296.2,41
order533,4868151.0,23
order487,20484322.25,70
order443,3884707.0,14
order244,29380789.0,78
order101,2691688.0,26
order97,4396457.0,31
order529,28746532.0,103
order369,34783658.5,112
order362,42105239.5,114
order531,17942698.0,39
order15,15738709.5,45
order432,10058330.5,23
order530,30035218.0,74
order235,36658966.2,88
order188,23350126.4,81
order450,3012013.5,15
order143,18316536.0,32
order95,19347132.0,54
order261,11978220.5,25
order145,17958730.5,78
order239,14851156.2,26
order358,14547526.0,37
order439,34793827.05,69
order441,17020630.0,51
order360,9521907.0,20
order237,3599683.0,21
order433,11183285.45,31
order452,14214358.0,27
order92,22150586.5,85
order494,3225501.0,12
order356,9167750.0,22
order259,15361400.8,18
order451,20566495.0,50
order347,11872691.6,17
order357,7580508.4,32
order189,21631344.0,75
order344,9832999.0,17
order102,4584195.5,26
order236,7250317.5,20
order233,23008382.25,41
order365,16613028.7,53
order91,9000630.0,22
order98,3023574.0,34
order166,5282238.9,29
order6,22362454.5,44
order99,4396457.0,31
order346,6511542.0,9
order49,25825088.0,46
order58,11036498.0,15
order234,14496132.5,23
order4,7924898.5,26
order366,20776089.5,47
order354,10690321.0,32
order359,25470145.75,57
order172,10713466.0,25
order142,17715568.5,34
order185,20069642.5,58
order528,13192472.25,57
order262,2478883.0,12
order255,17967631.5,48
order252,17925177.7,60
order243,3756317.5,13
order242,15259692.2,26
order343,6142926.8,9
order368,9894912.0,14
order96,4584195.5,26
order345,9832736.0,17
order23,4635644.0,19
order5,2217048.0,7
order121,20195510.0,44
order534,4163112.0,22
order59,10048390.0,14
order361,1256103.5,12
order103,2691688.0,26
order22,2247816.0,4
order17,952796.0,2
order370,1040732.0,2
