item_order,order_area,order_num
order153,4236046.0,14
order154,11390277.4,29
order185,20619739.5,63
order330,24718280.0,44
order64,13328305.0,67
order30,8066736.5,34
order205,16237505.0,40
order227,5726277.5,22
order206,3578573.0,21
order189,24069631.0,71
order362,6513698.0,48
order298,9027507.5,32
order86,2715363.0,11
order214,232832.0,8
order336,6033285.5,41
order302,6693115.0,22
order29,10291277.75,53
order50,11506892.0,32
order230,16034388.0,63
order232,12278114.5,48
order38,3848330.0,29
order233,1545528.0,7
order306,9061584.5,26
order88,7777410.25,35
order301,6744070.0,16
order192,17879992.0,62
order358,21761641.0,43
order350,3581282.0,22
order335,18114712.0,41
order348,9194112.0,13
order70,2942114.0,19
order363,6778829.0,18
order55,21137612.0,30
order159,10285098.0,20
order329,11987633.0,23
order260,5884656.1,17
order145,7894556.0,18
order367,9815442.399999999,16
order59,4585950.0,24
order168,14235079.5,39
order69,1920130.0,16
order207,15841064.95,51
order216,197776.0,2
order243,1846681.0,5
order196,624032.0,6
order24,3759523.0,17
order170,745483.0,6
order99,2942248.0,8
order71,2633248.0,11
order297,2350104.0,8
order313,765385.0,11
order111,2996253.0,7
order33,1704475.0,6
order90,231037.5,1
order220,721497.0,2
order171,39744.0,1
order287,1602642.0,8
order234,90250.0,2
order32,85804.0,1
order184,189600.0,1
order23,101990.0,1
order268,16147571.0,20
order134,20465866.8,89
order5,27775882.2,52
order384,11455932.5,74
order286,34327058.5,99
order277,10475798.5,37
order172,13438763.5,59
order165,25769473.5,60
order246,12014965.75,39
order343,18863159.0,64
order386,4237064.5,23
order177,46789141.0,146
order228,23365271.5,72
order283,17874412.0,50
order16,7900966.0,21
order292,20250132.0,46
order295,14631922.0,35
order274,64050232.5,193
order271,23848261.5,67
order289,11650950.0,51
order174,19226310.0,30
order325,8365912.5,40
order211,20706293.0,53
order116,24064739.0,73
order178,2925034.0,30
order76,45780703.75,124
order12,17193799.5,72
order20,22305082.7,79
order112,34128476.0,79
order273,17908560.5,28
order213,15046107.0,41
order123,46620696.5,131
order331,8400768.0,28
order279,5618127.0,28
order294,14768870.0,63
order389,27809407.8,101
order288,7804003.0,25
order7,14705247.5,50
order351,18582984.5,41
order387,26190933.4,69
order14,9987659.75,39
order193,7626008.0,66
order402,18329737.0,68
order382,22055914.5,70
order212,2263521.0,24
order95,4660521.5,17
order117,49081360.0,102
order44,8918237.5,39
order9,7303176.0,28
order388,30439588.0,125
order284,23551747.5,79
order118,18254800.0,40
order272,9171621.15,29
order37,23361073.6,60
order11,10595096.35,29
order269,19517443.5,53
order345,4219380.0,24
order119,2809853.5,12
order188,25075964.8,56
order276,5012633.0,17
order103,11686227.0,23
order77,4471555.0,28
order18,25897238.5,76
order270,5251559.0,16
order195,20820819.0,72
order265,4127640.5,32
order94,10240766.5,34
order47,19140456.5,46
order235,3848488.0,34
order22,4615014.5,15
order89,13657649.5,39
order390,6117722.0,25
order173,19735985.0,32
order383,7224019.0,27
order113,9796254.0,27
order285,43376106.5,79
order175,14651121.0,24
order346,13948355.0,60
order293,18659661.0,46
order120,2809853.5,12
order190,15449592.8,57
order8,9096815.2,36
order264,3504162.5,13
order197,14049544.0,49
order6,14464297.0,20
order122,6600655.0,18
order115,5965103.5,18
order275,9431780.5,12
order10,10766041.0,20
order176,13961959.0,24
order296,5664520.0,14
order81,8386192.0,17
order217,484328.0,3
order102,2516476.0,9
order97,956762.0,6
order96,4682085.0,12
order379,2175996.0,9
order244,1189408.0,2
order209,1048014.0,4
order223,86256.0,1
